,time,category,field,value,score
1687,2025-03-20 20:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),48.575,50.0
1688,2025-03-20 20:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),32.075,37.0
1690,2025-03-20 20:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1691,2025-03-20 20:00:00+00:00,Thermal comfort,Temperature (°C),20.13745883333332,100.0
1692,2025-03-20 21:00:00+00:00,Acoustics,Sound pressure (dB(A)),60.16666666666666,0.1
1693,2025-03-20 21:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),245.4230920245399,0.1
1695,2025-03-20 21:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),2851.153333333333,0.1
1696,2025-03-20 21:00:00+00:00,Air quality,Relative humidity (R.H.) (%),71.44500000000001,0.1
1698,2025-03-20 21:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1699,2025-03-20 21:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),118.4,33.0
1700,2025-03-20 21:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),77.53999999999999,0.1
1702,2025-03-20 21:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1703,2025-03-20 21:00:00+00:00,Thermal comfort,Temperature (°C),21.44379216666666,67.0
1704,2025-03-20 22:00:00+00:00,Acoustics,Sound pressure (dB(A)),59.083333333333336,0.1
1705,2025-03-20 22:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),230.3118813905931,0.1
1707,2025-03-20 22:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),4104.616666666667,0.1
1708,2025-03-20 22:00:00+00:00,Air quality,Relative humidity (R.H.) (%),71.87499999999997,0.1
1710,2025-03-20 22:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1711,2025-03-20 22:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),89.19166666666666,38.0
1712,2025-03-20 22:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),69.84166666666665,8.0
1714,2025-03-20 22:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1715,2025-03-20 22:00:00+00:00,Thermal comfort,Temperature (°C),22.241625499999998,27.0
1716,2025-03-20 23:00:00+00:00,Acoustics,Sound pressure (dB(A)),41.91666666666666,0.1
1717,2025-03-20 23:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),184.6425357873211,0.1
1719,2025-03-20 23:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),4175.591666666666,0.1
1720,2025-03-20 23:00:00+00:00,Air quality,Relative humidity (R.H.) (%),71.12833333333333,1.0
1722,2025-03-20 23:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1723,2025-03-20 23:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),81.90833333333333,40.0
1724,2025-03-20 23:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),70.29166666666666,11.0
1726,2025-03-20 23:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1727,2025-03-20 23:00:00+00:00,Thermal comfort,Temperature (°C),21.863292166666668,46.0
1728,2025-03-21 00:00:00+00:00,Acoustics,Sound pressure (dB(A)),39.833333333333336,1.0
1729,2025-03-21 00:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),141.78134969325154,0.1
1731,2025-03-21 00:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),3773.6962121212123,0.1
1732,2025-03-21 00:00:00+00:00,Air quality,Relative humidity (R.H.) (%),71.74166666666666,2.0
1734,2025-03-21 00:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1735,2025-03-21 00:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),67.97727272727272,43.0
1736,2025-03-21 00:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),57.533333333333346,15.0
1738,2025-03-21 00:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1739,2025-03-21 00:00:00+00:00,Thermal comfort,Temperature (°C),20.654913918181816,97.0
1740,2025-03-21 01:00:00+00:00,Acoustics,Sound pressure (dB(A)),39.41666666666666,5.0
1741,2025-03-21 01:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),110.82646216768916,0.1
1743,2025-03-21 01:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),3316.708333333333,0.1
1744,2025-03-21 01:00:00+00:00,Air quality,Relative humidity (R.H.) (%),72.72499999999997,2.0
1746,2025-03-21 01:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1747,2025-03-21 01:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),91.60833333333332,33.0
1748,2025-03-21 01:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),76.08333333333333,0.1
1750,2025-03-21 01:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1751,2025-03-21 01:00:00+00:00,Thermal comfort,Temperature (°C),20.19506543333333,100.0
1752,2025-03-21 02:00:00+00:00,Acoustics,Sound pressure (dB(A)),39.25,7.0
1753,2025-03-21 02:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),90.9730484451026,10.0
1755,2025-03-21 02:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),3043.468390804597,0.1
1756,2025-03-21 02:00:00+00:00,Air quality,Relative humidity (R.H.) (%),73.05431034482756,2.0
1758,2025-03-21 02:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1759,2025-03-21 02:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),80.85919540229885,37.0
1760,2025-03-21 02:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),66.26149425287356,6.0
1762,2025-03-21 02:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1763,2025-03-21 02:00:00+00:00,Thermal comfort,Temperature (°C),19.8840596862069,100.0
1764,2025-03-21 03:00:00+00:00,Acoustics,Sound pressure (dB(A)),39.25,7.0
1765,2025-03-21 03:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),76.6000408997955,25.0
1767,2025-03-21 03:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),2872.1833333333334,0.1
1768,2025-03-21 03:00:00+00:00,Air quality,Relative humidity (R.H.) (%),73.60249999999996,1.0
1770,2025-03-21 03:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1771,2025-03-21 03:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),69.87499999999999,42.0
1772,2025-03-21 03:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),55.78333333333333,14.0
1774,2025-03-21 03:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1775,2025-03-21 03:00:00+00:00,Thermal comfort,Temperature (°C),19.657565433333335,100.0
1776,2025-03-21 04:00:00+00:00,Acoustics,Sound pressure (dB(A)),39.66666666666666,3.0
1777,2025-03-21 04:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),67.65449897750511,35.0
1779,2025-03-21 04:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),2761.15,0.1
1780,2025-03-21 04:00:00+00:00,Air quality,Relative humidity (R.H.) (%),73.62416666666668,1.0
1782,2025-03-21 04:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1783,2025-03-21 04:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),57.416666666666664,47.0
1784,2025-03-21 04:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),44.59166666666667,21.0
1786,2025-03-21 04:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1787,2025-03-21 04:00:00+00:00,Thermal comfort,Temperature (°C),19.5442321,100.0
1788,2025-03-21 05:00:00+00:00,Acoustics,Sound pressure (dB(A)),40.66666666666666,0.1
1789,2025-03-21 05:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),61.55433537832311,42.0
1791,2025-03-21 05:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),2642.008333333333,0.1
1792,2025-03-21 05:00:00+00:00,Air quality,Relative humidity (R.H.) (%),73.82666666666668,1.0
1794,2025-03-21 05:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1795,2025-03-21 05:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),89.41666666666666,45.0
1796,2025-03-21 05:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),62.233333333333334,18.0
1798,2025-03-21 05:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1799,2025-03-21 05:00:00+00:00,Thermal comfort,Temperature (°C),19.381732099999994,100.0
1800,2025-03-21 06:00:00+00:00,Acoustics,Sound pressure (dB(A)),40.083333333333336,0.1
1801,2025-03-21 06:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),62.22985685071575,41.0
1803,2025-03-21 06:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),2551.535606060606,0.1
1804,2025-03-21 06:00:00+00:00,Air quality,Relative humidity (R.H.) (%),74.0212121212121,2.0
1806,2025-03-21 06:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1807,2025-03-21 06:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),56.51666666666666,49.0
1808,2025-03-21 06:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),42.075,23.0
1810,2025-03-21 06:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1811,2025-03-21 06:00:00+00:00,Thermal comfort,Temperature (°C),19.31832300909092,100.0
1812,2025-03-21 07:00:00+00:00,Acoustics,Sound pressure (dB(A)),41.333333333333336,0.1
1813,2025-03-21 07:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),57.64449897750511,47.0
1815,2025-03-21 07:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),2374.1083333333336,0.1
1816,2025-03-21 07:00:00+00:00,Air quality,Relative humidity (R.H.) (%),73.5616666666667,2.0
1818,2025-03-21 07:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1819,2025-03-21 07:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),43.358333333333334,50.0
1820,2025-03-21 07:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),35.90833333333333,29.0
1822,2025-03-21 07:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1823,2025-03-21 07:00:00+00:00,Thermal comfort,Temperature (°C),19.225898766666667,100.0
1824,2025-03-21 08:00:00+00:00,Acoustics,Sound pressure (dB(A)),44.91666666666666,0.1
1825,2025-03-21 08:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),52.26079754601227,53.0
1827,2025-03-21 08:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),2214.0416666666665,0.1
1828,2025-03-21 08:00:00+00:00,Air quality,Relative humidity (R.H.) (%),73.4066666666667,2.0
1830,2025-03-21 08:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1831,2025-03-21 08:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),82.92500000000001,45.0
1832,2025-03-21 08:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),57.825,19.0
1834,2025-03-21 08:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1835,2025-03-21 08:00:00+00:00,Thermal comfort,Temperature (°C),19.16339876666666,100.0
1836,2025-03-21 09:00:00+00:00,Acoustics,Sound pressure (dB(A)),43.5,15.0
1837,2025-03-21 09:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),36.130163599182005,70.0
1839,2025-03-21 09:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1208.2666666666667,65.0
1840,2025-03-21 09:00:00+00:00,Air quality,Relative humidity (R.H.) (%),70.48250000000002,7.0
1842,2025-03-21 09:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1843,2025-03-21 09:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),125.99999999999997,0.1
1844,2025-03-21 09:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),94.2,0.1
1846,2025-03-21 09:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1847,2025-03-21 09:00:00+00:00,Thermal comfort,Temperature (°C),19.042565433333344,100.0
1848,2025-03-21 10:00:00+00:00,Acoustics,Sound pressure (dB(A)),50.083333333333336,0.1
1849,2025-03-21 10:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),16.110163599182005,93.0
1851,2025-03-21 10:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),467.6,100.0
1852,2025-03-21 10:00:00+00:00,Air quality,Relative humidity (R.H.) (%),65.3141666666667,23.0
1854,2025-03-21 10:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1855,2025-03-21 10:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),26.041666666666668,79.0
1856,2025-03-21 10:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),22.291666666666664,35.0
1858,2025-03-21 10:00:00+00:00,Lighting,Illuminance (% above/below thresholds),11.666666666666666,2.0
1859,2025-03-21 10:00:00+00:00,Thermal comfort,Temperature (°C),18.682565433333334,100.0
1860,2025-03-21 11:00:00+00:00,Acoustics,Sound pressure (dB(A)),58.91666666666666,0.1
1861,2025-03-21 11:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),7.369325153374233,100.0
1863,2025-03-21 11:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),441.9416666666666,100.0
1864,2025-03-21 11:00:00+00:00,Air quality,Relative humidity (R.H.) (%),64.72083333333333,26.0
1866,2025-03-21 11:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1867,2025-03-21 11:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),11.691666666666665,95.0
1868,2025-03-21 11:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),9.183333333333334,74.0
1870,2025-03-21 11:00:00+00:00,Lighting,Illuminance (% above/below thresholds),16.666666666666664,11.0
1871,2025-03-21 11:00:00+00:00,Thermal comfort,Temperature (°C),18.521732099999998,100.0
1872,2025-03-21 12:00:00+00:00,Acoustics,Sound pressure (dB(A)),65.75,0.1
1873,2025-03-21 12:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),2.599734151329244,100.0
1875,2025-03-21 12:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),478.225,100.0
1876,2025-03-21 12:00:00+00:00,Air quality,Relative humidity (R.H.) (%),61.264999999999986,43.0
1878,2025-03-21 12:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1879,2025-03-21 12:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),83.0,33.0
1880,2025-03-21 12:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),64.70000000000002,2.0
1882,2025-03-21 12:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1883,2025-03-21 12:00:00+00:00,Thermal comfort,Temperature (°C),18.812565433333333,100.0
1884,2025-03-21 13:00:00+00:00,Acoustics,Sound pressure (dB(A)),75.83333333333333,0.1
1885,2025-03-21 13:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),8.229079754601228,100.0
1887,2025-03-21 13:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),439.29166666666663,100.0
1888,2025-03-21 13:00:00+00:00,Air quality,Relative humidity (R.H.) (%),51.35166666666666,86.0
1890,2025-03-21 13:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1891,2025-03-21 13:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),71.7,6.0
1892,2025-03-21 13:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),63.20833333333333,0.1
1894,2025-03-21 13:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1895,2025-03-21 13:00:00+00:00,Thermal comfort,Temperature (°C),19.012565433333336,100.0
1896,2025-03-21 14:00:00+00:00,Acoustics,Sound pressure (dB(A)),74.75,0.1
1897,2025-03-21 14:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),4.257832310838446,100.0
1899,2025-03-21 14:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),447.9666666666667,100.0
1900,2025-03-21 14:00:00+00:00,Air quality,Relative humidity (R.H.) (%),50.809999999999995,89.0
1902,2025-03-21 14:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1903,2025-03-21 14:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),24.583333333333336,75.0
1904,2025-03-21 14:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),15.25,61.0
1906,2025-03-21 14:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1907,2025-03-21 14:00:00+00:00,Thermal comfort,Temperature (°C),19.08006543333334,100.0
1908,2025-03-21 15:00:00+00:00,Acoustics,Sound pressure (dB(A)),64.83333333333333,0.1
1909,2025-03-21 15:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),3.1524335378323114,100.0
1911,2025-03-21 15:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),797.2583333333333,96.0
1912,2025-03-21 15:00:00+00:00,Air quality,Relative humidity (R.H.) (%),54.36333333333332,78.0
1914,2025-03-21 15:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1915,2025-03-21 15:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),39.825,50.0
1916,2025-03-21 15:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),22.125,50.0
1918,2025-03-21 15:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1919,2025-03-21 15:00:00+00:00,Thermal comfort,Temperature (°C),19.391732100000006,100.0
1920,2025-03-21 16:00:00+00:00,Acoustics,Sound pressure (dB(A)),49.75,0.1
1921,2025-03-21 16:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),3.8484253578732113,100.0
1923,2025-03-21 16:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1013.8666666666666,82.0
1924,2025-03-21 16:00:00+00:00,Air quality,Relative humidity (R.H.) (%),57.78916666666666,61.0
1926,2025-03-21 16:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1927,2025-03-21 16:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),20.04166666666666,82.0
1928,2025-03-21 16:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),14.283333333333333,62.0
1930,2025-03-21 16:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1931,2025-03-21 16:00:00+00:00,Thermal comfort,Temperature (°C),19.631732100000004,100.0
1932,2025-03-21 17:00:00+00:00,Acoustics,Sound pressure (dB(A)),46.66666666666666,0.1
1933,2025-03-21 17:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),2.456441717791411,100.0
1935,2025-03-21 17:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1058.2166666666667,78.0
1936,2025-03-21 17:00:00+00:00,Air quality,Relative humidity (R.H.) (%),59.55666666666667,52.0
1938,2025-03-21 17:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1939,2025-03-21 17:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),10.4,97.0
1940,2025-03-21 17:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),9.133333333333333,74.0
1942,2025-03-21 17:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1943,2025-03-21 17:00:00+00:00,Thermal comfort,Temperature (°C),19.539232099999992,100.0
1944,2025-03-21 18:00:00+00:00,Acoustics,Sound pressure (dB(A)),49.75,0.1
1945,2025-03-21 18:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),2.743026584867076,100.0
1947,2025-03-21 18:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1196.425,66.0
1948,2025-03-21 18:00:00+00:00,Air quality,Relative humidity (R.H.) (%),61.395833333333336,43.0
1950,2025-03-21 18:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1951,2025-03-21 18:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),7.408333333333334,100.0
1952,2025-03-21 18:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),6.741666666666667,83.0
1954,2025-03-21 18:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1955,2025-03-21 18:00:00+00:00,Thermal comfort,Temperature (°C),19.49423209999999,100.0
1956,2025-03-21 19:00:00+00:00,Acoustics,Sound pressure (dB(A)),53.41666666666666,0.1
1957,2025-03-21 19:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.6141104294478528,100.0
1959,2025-03-21 19:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),557.2378787878788,100.0
1960,2025-03-21 19:00:00+00:00,Air quality,Relative humidity (R.H.) (%),50.22856060606061,87.0
1962,2025-03-21 19:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1963,2025-03-21 19:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),6.358333333333333,100.0
1964,2025-03-21 19:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),3.025,99.0
1966,2025-03-21 19:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1967,2025-03-21 19:00:00+00:00,Thermal comfort,Temperature (°C),19.002489675757573,100.0
1968,2025-03-21 20:00:00+00:00,Acoustics,Sound pressure (dB(A)),61.333333333333336,0.1
1969,2025-03-21 20:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
1971,2025-03-21 20:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1045.0666666666668,79.0
1972,2025-03-21 20:00:00+00:00,Air quality,Relative humidity (R.H.) (%),51.36833333333334,88.0
1974,2025-03-21 20:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1975,2025-03-21 20:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),15.066666666666665,89.0
1976,2025-03-21 20:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),8.966666666666667,74.0
1978,2025-03-21 20:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1979,2025-03-21 20:00:00+00:00,Thermal comfort,Temperature (°C),19.054232099999993,100.0
1980,2025-03-21 21:00:00+00:00,Acoustics,Sound pressure (dB(A)),60.333333333333336,0.1
1981,2025-03-21 21:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),3.2752556237218813,100.0
1983,2025-03-21 21:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),3014.0333333333333,0.1
1984,2025-03-21 21:00:00+00:00,Air quality,Relative humidity (R.H.) (%),60.74166666666666,46.0
1986,2025-03-21 21:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1987,2025-03-21 21:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),52.55,46.0
1988,2025-03-21 21:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),42.45,20.0
1990,2025-03-21 21:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1991,2025-03-21 21:00:00+00:00,Thermal comfort,Temperature (°C),20.872565433333335,93.0
1992,2025-03-21 22:00:00+00:00,Acoustics,Sound pressure (dB(A)),60.41666666666666,0.1
1993,2025-03-21 22:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),13.305725971370146,96.0
1995,2025-03-21 22:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),4381.333333333334,0.1
1996,2025-03-21 22:00:00+00:00,Air quality,Relative humidity (R.H.) (%),64.24583333333332,28.0
1998,2025-03-21 22:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1999,2025-03-21 22:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),79.40833333333332,36.0
2000,2025-03-21 22:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),66.575,5.0
2002,2025-03-21 22:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
2003,2025-03-21 22:00:00+00:00,Thermal comfort,Temperature (°C),21.992565433333333,40.0
2004,2025-03-21 23:00:00+00:00,Acoustics,Sound pressure (dB(A)),47.5,0.1
2005,2025-03-21 23:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),10.726462167689162,99.0
2007,2025-03-21 23:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),4661.7,0.1
2008,2025-03-21 23:00:00+00:00,Air quality,Relative humidity (R.H.) (%),63.45583333333333,32.0
2010,2025-03-21 23:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
2011,2025-03-21 23:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),84.94999999999999,39.0
2012,2025-03-21 23:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),72.77499999999999,9.0
2014,2025-03-21 23:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
2015,2025-03-21 23:00:00+00:00,Thermal comfort,Temperature (°C),22.004232100000003,39.0
