time,field,value
2025-03-16 12:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-16 12:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),67.425
2025-03-16 12:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),61.0833333333333
2025-03-16 12:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-16 12:00:00+00:00,Temperature (°C),20.1485652666667
2025-03-16 13:00:00+00:00,Sound pressure (dB(A)),57
2025-03-16 13:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-16 13:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),3768.46666666667
2025-03-16 13:00:00+00:00,Relative humidity (R.H.) (%),56.3258333333333
2025-03-16 13:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-16 13:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),55.5416666666667
2025-03-16 13:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),51.375
2025-03-16 13:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-16 13:00:00+00:00,Temperature (°C),21.0210652666667
2025-03-16 14:00:00+00:00,Sound pressure (dB(A)),63.8333333333333
2025-03-16 14:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),2.19032719836401
2025-03-16 14:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),4697.25
2025-03-16 14:00:00+00:00,Relative humidity (R.H.) (%),58.9316666666667
2025-03-16 14:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-16 14:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),159.375
2025-03-16 14:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),128.675
2025-03-16 14:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-16 14:00:00+00:00,Temperature (°C),21.6402319333333
2025-03-16 15:00:00+00:00,Sound pressure (dB(A)),56.5
2025-03-16 15:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),4.40112474437628
2025-03-16 15:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),4882.625
2025-03-16 15:00:00+00:00,Relative humidity (R.H.) (%),60.92
2025-03-16 15:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-16 15:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),149.033333333333
2025-03-16 15:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),124.7
2025-03-16 15:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-16 15:00:00+00:00,Temperature (°C),22.1252319333333
2025-03-16 16:00:00+00:00,Sound pressure (dB(A)),57
2025-03-16 16:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),2.12891615541922
2025-03-16 16:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),5271.58333333333
2025-03-16 16:00:00+00:00,Relative humidity (R.H.) (%),61.3875
2025-03-16 16:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-16 16:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),118.65
2025-03-16 16:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),105.65
2025-03-16 16:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-16 16:00:00+00:00,Temperature (°C),22.4918986
2025-03-16 17:00:00+00:00,Sound pressure (dB(A)),55.6666666666667
2025-03-16 17:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),11.6680981595092
2025-03-16 17:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),2721.33333333333
2025-03-16 17:00:00+00:00,Relative humidity (R.H.) (%),56.58
2025-03-16 17:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-16 17:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),46.5833333333333
2025-03-16 17:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),42.3
2025-03-16 17:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-16 17:00:00+00:00,Temperature (°C),21.9210652666667
2025-03-16 18:00:00+00:00,Sound pressure (dB(A)),59.5
2025-03-16 18:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-16 18:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),477.15
2025-03-16 18:00:00+00:00,Relative humidity (R.H.) (%),53.3091666666667
2025-03-16 18:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-16 18:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),5.03333333333333
2025-03-16 18:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),4.36666666666667
2025-03-16 18:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-16 18:00:00+00:00,Temperature (°C),20.3677319333333
2025-03-16 19:00:00+00:00,Sound pressure (dB(A)),71.9166666666667
2025-03-16 19:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-16 19:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),587.341666666667
2025-03-16 19:00:00+00:00,Relative humidity (R.H.) (%),53.1725
2025-03-16 19:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-16 19:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),16.3583333333333
2025-03-16 19:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),13.3583333333333
2025-03-16 19:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-16 19:00:00+00:00,Temperature (°C),19.7235652666667
2025-03-16 20:00:00+00:00,Sound pressure (dB(A)),64.1666666666667
2025-03-16 20:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.143292433537832
2025-03-16 20:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),2093.4
2025-03-16 20:00:00+00:00,Relative humidity (R.H.) (%),56.5633333333333
2025-03-16 20:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-16 20:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),45.575
2025-03-16 20:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),44.4083333333333
2025-03-16 20:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-16 20:00:00+00:00,Temperature (°C),20.7760652666667
2025-03-16 21:00:00+00:00,Sound pressure (dB(A)),56.1666666666667
2025-03-16 21:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.0614110429447852
2025-03-16 21:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),3724.53333333333
2025-03-16 21:00:00+00:00,Relative humidity (R.H.) (%),59.3133333333333
2025-03-16 21:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-16 21:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),75.9666666666667
2025-03-16 21:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),68.3
2025-03-16 21:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-16 21:00:00+00:00,Temperature (°C),21.7060652666667
2025-03-16 22:00:00+00:00,Sound pressure (dB(A)),61.3333333333333
2025-03-16 22:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),8.3519018404908
2025-03-16 22:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),4711.99166666667
2025-03-16 22:00:00+00:00,Relative humidity (R.H.) (%),63.195
2025-03-16 22:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-16 22:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),114.95
2025-03-16 22:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),93.7
2025-03-16 22:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-16 22:00:00+00:00,Temperature (°C),22.2960652666667
2025-03-16 23:00:00+00:00,Sound pressure (dB(A)),53.6666666666667
2025-03-16 23:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),7.51261758691207
2025-03-16 23:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),4872.96666666667
2025-03-16 23:00:00+00:00,Relative humidity (R.H.) (%),62.84
2025-03-16 23:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-16 23:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),104.566666666667
2025-03-16 23:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),88.7333333333333
2025-03-16 23:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-16 23:00:00+00:00,Temperature (°C),22.1868986
2025-03-17 00:00:00+00:00,Sound pressure (dB(A)),46.25
2025-03-17 00:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),5.69075664621677
2025-03-17 00:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),4165.4
2025-03-17 00:00:00+00:00,Relative humidity (R.H.) (%),61.0108333333333
2025-03-17 00:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-17 00:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),77.075
2025-03-17 00:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),69.325
2025-03-17 00:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-17 00:00:00+00:00,Temperature (°C),21.1396304666667
2025-03-17 01:00:00+00:00,Sound pressure (dB(A)),44.5833333333333
2025-03-17 01:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),3.58231083844581
2025-03-17 01:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),3328.44166666667
2025-03-17 01:00:00+00:00,Relative humidity (R.H.) (%),60.01
2025-03-17 01:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-17 01:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),61.2
2025-03-17 01:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),56.2
2025-03-17 01:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-17 01:00:00+00:00,Temperature (°C),20.3871304666667
2025-03-17 02:00:00+00:00,Sound pressure (dB(A)),45.8333333333333
2025-03-17 02:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),2.12891615541922
2025-03-17 02:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),2610.50833333333
2025-03-17 02:00:00+00:00,Relative humidity (R.H.) (%),58.9025
2025-03-17 02:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-17 02:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),48.725
2025-03-17 02:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),42.2916666666667
2025-03-17 02:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-17 02:00:00+00:00,Temperature (°C),19.8754638
2025-03-17 03:00:00+00:00,Sound pressure (dB(A)),43.8333333333333
2025-03-17 03:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.320405441451054
2025-03-17 03:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1993.59420289855
2025-03-17 03:00:00+00:00,Relative humidity (R.H.) (%),57.6768115942029
2025-03-17 03:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-17 03:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),32.7898550724638
2025-03-17 03:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),27.945652173913
2025-03-17 03:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-17 03:00:00+00:00,Temperature (°C),19.4831449594203
2025-03-17 04:00:00+00:00,Sound pressure (dB(A)),46.5833333333333
2025-03-17 04:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.0272937968643489
2025-03-17 04:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1655.01666666667
2025-03-17 04:00:00+00:00,Relative humidity (R.H.) (%),57.5005555555556
2025-03-17 04:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-17 04:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),24.1388888888889
2025-03-17 04:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),22.5555555555556
2025-03-17 04:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-17 04:00:00+00:00,Temperature (°C),19.1207415777778
2025-03-17 05:00:00+00:00,Sound pressure (dB(A)),44
2025-03-17 05:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),2.14938650306749
2025-03-17 05:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1766.725
2025-03-17 05:00:00+00:00,Relative humidity (R.H.) (%),59.1633333333333
2025-03-17 05:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-17 05:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),28.075
2025-03-17 05:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),21.8833333333333
2025-03-17 05:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-17 05:00:00+00:00,Temperature (°C),19.1146304666667
2025-03-17 06:00:00+00:00,Sound pressure (dB(A)),40.4166666666667
2025-03-17 06:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-17 06:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),531.258333333333
2025-03-17 06:00:00+00:00,Relative humidity (R.H.) (%),52.2683333333334
2025-03-17 06:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-17 06:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),4.71666666666667
2025-03-17 06:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),3.38333333333333
2025-03-17 06:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-17 06:00:00+00:00,Temperature (°C),18.6954638
2025-03-17 07:00:00+00:00,Sound pressure (dB(A)),44.9166666666667
2025-03-17 07:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-17 07:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),444.025
2025-03-17 07:00:00+00:00,Relative humidity (R.H.) (%),52.1408333333333
2025-03-17 07:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-17 07:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),2.475
2025-03-17 07:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),2.475
2025-03-17 07:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-17 07:00:00+00:00,Temperature (°C),18.2862971333333
2025-03-17 08:00:00+00:00,Sound pressure (dB(A)),42.75
2025-03-17 08:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-17 08:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),442.175
2025-03-17 08:00:00+00:00,Relative humidity (R.H.) (%),52.4058333333333
2025-03-17 08:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-17 08:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),3.88333333333333
2025-03-17 08:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),3.88333333333333
2025-03-17 08:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-17 08:00:00+00:00,Temperature (°C),17.9712971333333
2025-03-17 09:00:00+00:00,Sound pressure (dB(A)),45.3333333333333
2025-03-17 09:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-17 09:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),434.558333333333
2025-03-17 09:00:00+00:00,Relative humidity (R.H.) (%),52.3116666666666
2025-03-17 09:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-17 09:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),10.85
2025-03-17 09:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),7.76666666666667
2025-03-17 09:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-17 09:00:00+00:00,Temperature (°C),17.7371304666667
2025-03-17 10:00:00+00:00,Sound pressure (dB(A)),49.1666666666667
2025-03-17 10:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-17 10:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),431.258333333333
2025-03-17 10:00:00+00:00,Relative humidity (R.H.) (%),52.4833333333333
2025-03-17 10:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-17 10:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),11.45
2025-03-17 10:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),9.53333333333333
2025-03-17 10:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-17 10:00:00+00:00,Temperature (°C),17.5596304666667
2025-03-17 11:00:00+00:00,Sound pressure (dB(A)),49.4166666666667
2025-03-17 11:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-17 11:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),433.576515151515
2025-03-17 11:00:00+00:00,Relative humidity (R.H.) (%),52.7790909090909
2025-03-17 11:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-17 11:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),13.2166666666667
2025-03-17 11:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),9.3
2025-03-17 11:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-17 11:00:00+00:00,Temperature (°C),17.4650850121212
2025-03-17 12:00:00+00:00,Sound pressure (dB(A)),46.5
2025-03-17 12:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-17 12:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),430.425
2025-03-17 12:00:00+00:00,Relative humidity (R.H.) (%),54.4341666666667
2025-03-17 12:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-17 12:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),9.65
2025-03-17 12:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),8.48333333333333
2025-03-17 12:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-17 12:00:00+00:00,Temperature (°C),17.3579638
2025-03-17 13:00:00+00:00,Sound pressure (dB(A)),47.4166666666667
2025-03-17 13:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-17 13:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),426.558333333333
2025-03-17 13:00:00+00:00,Relative humidity (R.H.) (%),56.0916666666667
2025-03-17 13:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-17 13:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),12.3916666666667
2025-03-17 13:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),9.225
2025-03-17 13:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-17 13:00:00+00:00,Temperature (°C),17.2612971333333
2025-03-17 14:00:00+00:00,Sound pressure (dB(A)),53
2025-03-17 14:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-17 14:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),457.558333333333
2025-03-17 14:00:00+00:00,Relative humidity (R.H.) (%),55.4058333333333
2025-03-17 14:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-17 14:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),57.8333333333333
2025-03-17 14:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),48.8333333333333
2025-03-17 14:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-17 14:00:00+00:00,Temperature (°C),17.2287971333333
2025-03-17 15:00:00+00:00,Sound pressure (dB(A)),64.3333333333333
2025-03-17 15:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-17 15:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1906.43333333333
2025-03-17 15:00:00+00:00,Relative humidity (R.H.) (%),56.8718181818182
2025-03-17 15:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-17 15:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),62.975
2025-03-17 15:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),56.1416666666667
2025-03-17 15:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-17 15:00:00+00:00,Temperature (°C),18.4893274363636
2025-03-17 16:00:00+00:00,Sound pressure (dB(A)),50.5
2025-03-17 16:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-17 16:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1689.8093220339
2025-03-17 16:00:00+00:00,Relative humidity (R.H.) (%),55.8831920903955
2025-03-17 16:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-17 16:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),31.9053672316384
2025-03-17 16:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),29.4887005649718
2025-03-17 16:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-17 16:00:00+00:00,Temperature (°C),18.7218056079096
2025-03-17 17:00:00+00:00,Sound pressure (dB(A)),45.8333333333333
2025-03-17 17:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-17 17:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),606.283333333333
2025-03-17 17:00:00+00:00,Relative humidity (R.H.) (%),54.2591666666667
2025-03-17 17:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-17 17:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),11.5916666666667
2025-03-17 17:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),10.2583333333333
2025-03-17 17:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-17 17:00:00+00:00,Temperature (°C),18.1054638
2025-03-17 18:00:00+00:00,Sound pressure (dB(A)),48.8333333333333
2025-03-17 18:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-17 18:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),472.025
2025-03-17 18:00:00+00:00,Relative humidity (R.H.) (%),54.39
2025-03-17 18:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-17 18:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),11.7416666666667
2025-03-17 18:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),9.24166666666667
2025-03-17 18:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-17 18:00:00+00:00,Temperature (°C),17.7646304666667
2025-03-17 19:00:00+00:00,Sound pressure (dB(A)),55
2025-03-17 19:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-17 19:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),447.591666666667
2025-03-17 19:00:00+00:00,Relative humidity (R.H.) (%),54.1466666666667
2025-03-17 19:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-17 19:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),19.7583333333333
2025-03-17 19:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),16.8333333333333
2025-03-17 19:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-17 19:00:00+00:00,Temperature (°C),17.5829638
2025-03-17 20:00:00+00:00,Sound pressure (dB(A)),60.5
2025-03-17 20:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-17 20:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1472.175
2025-03-17 20:00:00+00:00,Relative humidity (R.H.) (%),58.9366666666667
2025-03-17 20:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-17 20:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),89.7166666666667
2025-03-17 20:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),67.9333333333333
2025-03-17 20:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-17 20:00:00+00:00,Temperature (°C),18.2929638
2025-03-17 21:00:00+00:00,Sound pressure (dB(A)),60.5454545454546
2025-03-17 21:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),5.01523517382413
2025-03-17 21:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),3218.78333333333
2025-03-17 21:00:00+00:00,Relative humidity (R.H.) (%),63.6025
2025-03-17 21:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-17 21:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),209.408333333333
2025-03-17 21:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),173.741666666667
2025-03-17 21:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-17 21:00:00+00:00,Temperature (°C),19.9446304666667
2025-03-17 22:00:00+00:00,Sound pressure (dB(A)),50.4166666666667
2025-03-17 22:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.532229038854806
2025-03-17 22:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),3691.51666666667
2025-03-17 22:00:00+00:00,Relative humidity (R.H.) (%),61.9266666666667
2025-03-17 22:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-17 22:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),165.391666666667
2025-03-17 22:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),147.725
2025-03-17 22:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-17 22:00:00+00:00,Temperature (°C),20.2837971333333
2025-03-17 23:00:00+00:00,Sound pressure (dB(A)),45.5833333333333
2025-03-17 23:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-17 23:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),2563.45833333333
2025-03-17 23:00:00+00:00,Relative humidity (R.H.) (%),59.39
2025-03-17 23:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-17 23:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),136.266666666667
2025-03-17 23:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),121.85
2025-03-17 23:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-17 23:00:00+00:00,Temperature (°C),19.3604638
2025-03-18 00:00:00+00:00,Sound pressure (dB(A)),49.6666666666667
2025-03-18 00:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-18 00:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1951.54166666667
2025-03-18 00:00:00+00:00,Relative humidity (R.H.) (%),58.4058333333334
2025-03-18 00:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-18 00:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),110.8
2025-03-18 00:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),99.05
2025-03-18 00:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-18 00:00:00+00:00,Temperature (°C),18.8362146
2025-03-18 01:00:00+00:00,Sound pressure (dB(A)),47.6666666666667
