time,field,value
2025-03-18 01:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-18 01:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1535.64166666667
2025-03-18 01:00:00+00:00,Relative humidity (R.H.) (%),57.7383333333333
2025-03-18 01:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-18 01:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),84.3833333333333
2025-03-18 01:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),76.6333333333333
2025-03-18 01:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-18 01:00:00+00:00,Temperature (°C),18.4353812666667
2025-03-18 02:00:00+00:00,Sound pressure (dB(A)),47.4166666666667
2025-03-18 02:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-18 02:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1278.25
2025-03-18 02:00:00+00:00,Relative humidity (R.H.) (%),57.225
2025-03-18 02:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-18 02:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),67.4083333333333
2025-03-18 02:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),60.575
2025-03-18 02:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-18 02:00:00+00:00,Temperature (°C),18.1870479333333
2025-03-18 03:00:00+00:00,Sound pressure (dB(A)),46.3333333333333
2025-03-18 03:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-18 03:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1109.825
2025-03-18 03:00:00+00:00,Relative humidity (R.H.) (%),57.0225
2025-03-18 03:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-18 03:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),54.475
2025-03-18 03:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),47.725
2025-03-18 03:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-18 03:00:00+00:00,Temperature (°C),18.0262146
2025-03-18 04:00:00+00:00,Sound pressure (dB(A)),47
2025-03-18 04:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-18 04:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1025.4
2025-03-18 04:00:00+00:00,Relative humidity (R.H.) (%),57.115
2025-03-18 04:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-18 04:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),55.0416666666667
2025-03-18 04:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),49.375
2025-03-18 04:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-18 04:00:00+00:00,Temperature (°C),17.9095479333333
2025-03-18 05:00:00+00:00,Sound pressure (dB(A)),44.75
2025-03-18 05:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.450347648261759
2025-03-18 05:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1679.30833333333
2025-03-18 05:00:00+00:00,Relative humidity (R.H.) (%),60.0175
2025-03-18 05:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-18 05:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),89.05
2025-03-18 05:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),73.7916666666667
2025-03-18 05:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-18 05:00:00+00:00,Temperature (°C),17.9137146
2025-03-18 06:00:00+00:00,Sound pressure (dB(A)),41.6666666666667
2025-03-18 06:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.122822085889571
2025-03-18 06:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1510.5
2025-03-18 06:00:00+00:00,Relative humidity (R.H.) (%),59.9491666666667
2025-03-18 06:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-18 06:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),73.8333333333333
2025-03-18 06:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),60.8333333333333
2025-03-18 06:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-18 06:00:00+00:00,Temperature (°C),17.7787146
2025-03-18 07:00:00+00:00,Sound pressure (dB(A)),42.25
2025-03-18 07:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-18 07:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1284.02850877193
2025-03-18 07:00:00+00:00,Relative humidity (R.H.) (%),59.294298245614
2025-03-18 07:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-18 07:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),63.3771929824561
2025-03-18 07:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),49.1271929824561
2025-03-18 07:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-18 07:00:00+00:00,Temperature (°C),17.6616970561404
2025-03-18 08:00:00+00:00,Sound pressure (dB(A)),41.5833333333333
2025-03-18 08:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-18 08:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1149.05
2025-03-18 08:00:00+00:00,Relative humidity (R.H.) (%),59.255
2025-03-18 08:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-18 08:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),41.125
2025-03-18 08:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),37.2916666666667
2025-03-18 08:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-18 08:00:00+00:00,Temperature (°C),17.5745479333333
2025-03-18 09:00:00+00:00,Sound pressure (dB(A)),43.5
2025-03-18 09:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-18 09:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1054.125
2025-03-18 09:00:00+00:00,Relative humidity (R.H.) (%),59.665
2025-03-18 09:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-18 09:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),37.8666666666667
2025-03-18 09:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),32.1166666666667
2025-03-18 09:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-18 09:00:00+00:00,Temperature (°C),17.4987146
2025-03-18 10:00:00+00:00,Sound pressure (dB(A)),46.4166666666667
2025-03-18 10:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-18 10:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1905.54166666667
2025-03-18 10:00:00+00:00,Relative humidity (R.H.) (%),63.5525
2025-03-18 10:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-18 10:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),148.758333333333
2025-03-18 10:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),122.55
2025-03-18 10:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-18 10:00:00+00:00,Temperature (°C),18.1045479333333
2025-03-18 11:00:00+00:00,Sound pressure (dB(A)),45.5833333333333
2025-03-18 11:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-18 11:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1573.69166666667
2025-03-18 11:00:00+00:00,Relative humidity (R.H.) (%),64.0808333333334
2025-03-18 11:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-18 11:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),157.408333333333
2025-03-18 11:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),118.15
2025-03-18 11:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-18 11:00:00+00:00,Temperature (°C),18.0287146
2025-03-18 12:00:00+00:00,Sound pressure (dB(A)),59.5
2025-03-18 12:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-18 12:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1069.65833333333
2025-03-18 12:00:00+00:00,Relative humidity (R.H.) (%),62.9058333333333
2025-03-18 12:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-18 12:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),94.5083333333333
2025-03-18 12:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),77.4083333333333
2025-03-18 12:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-18 12:00:00+00:00,Temperature (°C),17.8712146
2025-03-18 13:00:00+00:00,Sound pressure (dB(A)),79.75
2025-03-18 13:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-18 13:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),465.25
2025-03-18 13:00:00+00:00,Relative humidity (R.H.) (%),59.3608333333333
2025-03-18 13:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-18 13:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),15.4416666666667
2025-03-18 13:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),15.025
2025-03-18 13:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-18 13:00:00+00:00,Temperature (°C),17.2295479333333
2025-03-18 14:00:00+00:00,Sound pressure (dB(A)),81.8333333333333
2025-03-18 14:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-18 14:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),485.041666666667
2025-03-18 14:00:00+00:00,Relative humidity (R.H.) (%),61.4475
2025-03-18 14:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-18 14:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),64.875
2025-03-18 14:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),53.2583333333333
2025-03-18 14:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-18 14:00:00+00:00,Temperature (°C),17.0312146
2025-03-18 15:00:00+00:00,Sound pressure (dB(A)),66.75
2025-03-18 15:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-18 15:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1601.83333333333
2025-03-18 15:00:00+00:00,Relative humidity (R.H.) (%),65.3625
2025-03-18 15:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-18 15:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),224.108333333333
2025-03-18 15:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),163.608333333333
2025-03-18 15:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-18 15:00:00+00:00,Temperature (°C),18.1953812666667
2025-03-18 16:00:00+00:00,Sound pressure (dB(A)),55.0833333333333
2025-03-18 16:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-18 16:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),3179.925
2025-03-18 16:00:00+00:00,Relative humidity (R.H.) (%),65.2608333333333
2025-03-18 16:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-18 16:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),161.425
2025-03-18 16:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),134.85
2025-03-18 16:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-18 16:00:00+00:00,Temperature (°C),19.6903812666667
2025-03-18 17:00:00+00:00,Sound pressure (dB(A)),55.75
2025-03-18 17:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-18 17:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),4310.70833333333
2025-03-18 17:00:00+00:00,Relative humidity (R.H.) (%),65.0725
2025-03-18 17:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-18 17:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),131.941666666667
2025-03-18 17:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),115.416666666667
2025-03-18 17:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-18 17:00:00+00:00,Temperature (°C),20.4162146
2025-03-18 18:00:00+00:00,Sound pressure (dB(A)),62.75
2025-03-18 18:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-18 18:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),4798.99166666667
2025-03-18 18:00:00+00:00,Relative humidity (R.H.) (%),64.8866666666667
2025-03-18 18:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-18 18:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),125.25
2025-03-18 18:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),110.916666666667
2025-03-18 18:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-18 18:00:00+00:00,Temperature (°C),20.9512146
2025-03-18 19:00:00+00:00,Sound pressure (dB(A)),47.5
2025-03-18 19:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-18 19:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1364.7
2025-03-18 19:00:00+00:00,Relative humidity (R.H.) (%),61.1516666666667
2025-03-18 19:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-18 19:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),42.0833333333333
2025-03-18 19:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),35.325
2025-03-18 19:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-18 19:00:00+00:00,Temperature (°C),19.9470479333333
2025-03-18 20:00:00+00:00,Sound pressure (dB(A)),61.3333333333333
2025-03-18 20:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1
2025-03-18 20:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),840.25
2025-03-18 20:00:00+00:00,Relative humidity (R.H.) (%),63.3291666666667
2025-03-18 20:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-18 20:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),25.1083333333333
2025-03-18 20:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),19.6083333333333
2025-03-18 20:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-18 20:00:00+00:00,Temperature (°C),19.1528812666667
2025-03-18 21:00:00+00:00,Sound pressure (dB(A)),62.75
2025-03-18 21:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),3.76654396728017
2025-03-18 21:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),3033.45833333333
2025-03-18 21:00:00+00:00,Relative humidity (R.H.) (%),68.2458333333333
2025-03-18 21:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-18 21:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),66.2916666666667
2025-03-18 21:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),52.625
2025-03-18 21:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-18 21:00:00+00:00,Temperature (°C),20.2987146
2025-03-18 22:00:00+00:00,Sound pressure (dB(A)),65.3333333333333
2025-03-18 22:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),8.59754601226994
2025-03-18 22:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),4597.48333333333
2025-03-18 22:00:00+00:00,Relative humidity (R.H.) (%),70.405
2025-03-18 22:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-18 22:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),71.6833333333333
2025-03-18 22:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),63.85
2025-03-18 22:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-18 22:00:00+00:00,Temperature (°C),21.3195479333333
2025-03-18 23:00:00+00:00,Sound pressure (dB(A)),62.4166666666667
2025-03-18 23:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),9.62106339468303
2025-03-18 23:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),5005.03333333333
2025-03-18 23:00:00+00:00,Relative humidity (R.H.) (%),69.4908333333333
2025-03-18 23:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-18 23:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),70.75
2025-03-18 23:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),67.6666666666667
2025-03-18 23:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-18 23:00:00+00:00,Temperature (°C),21.7920479333333
2025-03-19 00:00:00+00:00,Sound pressure (dB(A)),51.9166666666667
2025-03-19 00:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),9.00695296523517
2025-03-19 00:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),4411.13333333333
2025-03-19 00:00:00+00:00,Relative humidity (R.H.) (%),67.47
2025-03-19 00:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-19 00:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),138.175
2025-03-19 00:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),121.5
2025-03-19 00:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-19 00:00:00+00:00,Temperature (°C),21.2926144333333
2025-03-19 01:00:00+00:00,Sound pressure (dB(A)),45
2025-03-19 01:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),6.30486707566462
2025-03-19 01:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),3063.79166666667
2025-03-19 01:00:00+00:00,Relative humidity (R.H.) (%),66.4316666666667
2025-03-19 01:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-19 01:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),154.6
2025-03-19 01:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),137.966666666667
2025-03-19 01:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-19 01:00:00+00:00,Temperature (°C),20.1942811
2025-03-19 02:00:00+00:00,Sound pressure (dB(A)),44.1666666666667
2025-03-19 02:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),5.1380572597137
2025-03-19 02:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),2322.825
2025-03-19 02:00:00+00:00,Relative humidity (R.H.) (%),66.0766666666667
2025-03-19 02:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-19 02:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),121.416666666667
2025-03-19 02:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),109.841666666667
2025-03-19 02:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-19 02:00:00+00:00,Temperature (°C),19.5167811
2025-03-19 03:00:00+00:00,Sound pressure (dB(A)),43.1818181818182
2025-03-19 03:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),3.58231083844581
2025-03-19 03:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1870.45
2025-03-19 03:00:00+00:00,Relative humidity (R.H.) (%),65.8791666666667
2025-03-19 03:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-19 03:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),99.325
2025-03-19 03:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),86.8166666666667
2025-03-19 03:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-19 03:00:00+00:00,Temperature (°C),19.0901144333333
2025-03-19 04:00:00+00:00,Sound pressure (dB(A)),45.3333333333333
2025-03-19 04:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),2.45644171779141
2025-03-19 04:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1628.58333333333
2025-03-19 04:00:00+00:00,Relative humidity (R.H.) (%),65.7708333333333
2025-03-19 04:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-19 04:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),172.258333333333
2025-03-19 04:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),135.541666666667
2025-03-19 04:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-19 04:00:00+00:00,Temperature (°C),18.7967811
2025-03-19 05:00:00+00:00,Sound pressure (dB(A)),40.3
2025-03-19 05:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),1.73997955010225
2025-03-19 05:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1447.325
2025-03-19 05:00:00+00:00,Relative humidity (R.H.) (%),65.675
2025-03-19 05:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-19 05:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),137.025
2025-03-19 05:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),115.091666666667
2025-03-19 05:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-19 05:00:00+00:00,Temperature (°C),18.6042811
2025-03-19 06:00:00+00:00,Sound pressure (dB(A)),41.25
2025-03-19 06:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),0.614110429447853
2025-03-19 06:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1310.85833333333
2025-03-19 06:00:00+00:00,Relative humidity (R.H.) (%),65.6025
2025-03-19 06:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-19 06:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),176.316666666667
2025-03-19 06:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),150.8
2025-03-19 06:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-19 06:00:00+00:00,Temperature (°C),18.4476144333333
2025-03-19 07:00:00+00:00,Sound pressure (dB(A)),41.5
2025-03-19 07:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),1.16576895081626
2025-03-19 07:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1500.43785310734
2025-03-19 07:00:00+00:00,Relative humidity (R.H.) (%),66.2372881355932
2025-03-19 07:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-19 07:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),141.235875706215
2025-03-19 07:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),120.710451977401
2025-03-19 07:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-19 07:00:00+00:00,Temperature (°C),18.3425861847458
2025-03-19 08:00:00+00:00,Sound pressure (dB(A)),47.8333333333333
2025-03-19 08:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),2.02656441717791
2025-03-19 08:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1975.45833333333
2025-03-19 08:00:00+00:00,Relative humidity (R.H.) (%),68.7008333333333
2025-03-19 08:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-19 08:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),136.808333333333
2025-03-19 08:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),108.366666666667
2025-03-19 08:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-19 08:00:00+00:00,Temperature (°C),18.4209477666667
2025-03-19 09:00:00+00:00,Sound pressure (dB(A)),57.5833333333333
2025-03-19 09:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),18.689427402863
2025-03-19 09:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),2273.51666666667
2025-03-19 09:00:00+00:00,Relative humidity (R.H.) (%),70.6891666666666
2025-03-19 09:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-19 09:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),130.358333333333
2025-03-19 09:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),93.4916666666667
2025-03-19 09:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-19 09:00:00+00:00,Temperature (°C),18.6817811
2025-03-19 10:00:00+00:00,Sound pressure (dB(A)),54.3333333333333
2025-03-19 10:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),23.9912474437628
2025-03-19 10:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1845.23333333333
2025-03-19 10:00:00+00:00,Relative humidity (R.H.) (%),70.3258333333333
2025-03-19 10:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-19 10:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),114.475
2025-03-19 10:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),84.3083333333333
2025-03-19 10:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-19 10:00:00+00:00,Temperature (°C),18.7201144333333
2025-03-19 11:00:00+00:00,Sound pressure (dB(A)),67.25
2025-03-19 11:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),3.45948875255624
2025-03-19 11:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1343.82803030303
2025-03-19 11:00:00+00:00,Relative humidity (R.H.) (%),69.289696969697
2025-03-19 11:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-19 11:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),170.933333333333
2025-03-19 11:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),136.258333333333
2025-03-19 11:00:00+00:00,Illuminance (% above/below thresholds),8.33333333333333
2025-03-19 11:00:00+00:00,Temperature (°C),18.977084130303
2025-03-19 12:00:00+00:00,Sound pressure (dB(A)),75
2025-03-19 12:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),73.6727811860941
2025-03-19 12:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),1944.85833333333
2025-03-19 12:00:00+00:00,Relative humidity (R.H.) (%),68.5225
2025-03-19 12:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-19 12:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),129.625
2025-03-19 12:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),118.608333333333
2025-03-19 12:00:00+00:00,Illuminance (% above/below thresholds),0.1
2025-03-19 12:00:00+00:00,Temperature (°C),19.9451144333333
2025-03-19 13:00:00+00:00,Sound pressure (dB(A)),76.0833333333333
2025-03-19 13:00:00+00:00,Formaldehyde (CH_{2}O) (µg/m^{3}),35.3113496932515
2025-03-19 13:00:00+00:00,Carbon dioxide (CO_{2}) (ppm),554.075
2025-03-19 13:00:00+00:00,Relative humidity (R.H.) (%),66.4658333333333
2025-03-19 13:00:00+00:00,Ozone (O_{3}) (µg/m^{3}),0.1
2025-03-19 13:00:00+00:00,Coarse particulate matter (PM_{10}) (µg/m^{3}),26.0666666666667
2025-03-19 13:00:00+00:00,Fine particulate matter (PM_{2.5}) (µg/m^{3}),23.6166666666667
